index,_check,checking_peer,state,time
766,383,wcary,Success,01:04:00
767,384,mfuentes,Start,00:04:00
768,384,mfuentes,Success,00:36:00
769,385,gmcpherson,Start,00:07:00
770,385,gmcpherson,Failure,00:19:00
771,386,ghickey,Start,00:02:00
772,386,ghickey,Failure,00:31:00
773,387,ghickey,Start,00:03:00
774,387,ghickey,Success,00:13:00
775,388,lhorn,Start,00:06:00
776,388,lhorn,Success,00:11:00
777,389,bleonard,Start,00:01:00
778,389,bleonard,Success,00:38:00
779,390,lhorn,Start,00:02:00
780,390,lhorn,Success,00:09:00
781,391,fkaiser,Start,00:08:00
782,391,fkaiser,Success,00:31:00
783,392,elawson,Start,00:16:00
784,392,elawson,Success,01:00:00
785,393,jmcintire,Start,00:02:00
786,393,jmcintire,Failure,00:59:00
787,394,aclay,Start,00:10:00
788,394,aclay,Success,01:04:00
789,395,ghickey,Start,00:04:00
790,395,ghickey,Failure,00:48:00
791,396,fhiedi,Start,00:12:00
792,396,fhiedi,Success,01:03:00
793,397,wcary,Start,00:04:00
794,397,wcary,Failure,00:26:00
795,398,mpierce,Start,00:09:00
796,398,mpierce,Success,00:47:00
797,399,elawson,Start,00:08:00
798,399,elawson,Failure,00:45:00
799,400,aclay,Start,00:16:00
800,400,aclay,Failure,00:51:00
801,401,fdonovan,Start,00:06:00
802,401,fdonovan,Success,00:55:00
803,402,mmullen,Start,00:04:00
804,402,mmullen,Success,00:34:00
805,403,rvalencia,Start,00:03:00
806,403,rvalencia,Success,00:09:00
807,404,kclayton,Start,00:02:00
808,404,kclayton,Success,00:23:00
809,405,dwaller,Start,00:03:00
810,405,dwaller,Success,00:35:00
811,406,gmcpherson,Start,00:07:00
812,406,gmcpherson,Failure,00:37:00
813,407,wcary,Start,00:09:00
814,407,wcary,Success,00:42:00
815,408,bleonard,Start,00:04:00
816,408,bleonard,Success,00:23:00
817,409,gwade,Start,00:01:00
818,409,gwade,Failure,00:09:00
819,410,senglish,Start,00:05:00
820,410,senglish,Success,00:35:00
821,411,kclayton,Start,00:01:00
822,411,kclayton,Success,00:38:00
823,412,cfry,Start,00:03:00
824,412,cfry,Success,00:47:00
825,413,abarker,Start,00:08:00
826,413,abarker,Failure,00:45:00
827,414,elawson,Start,00:13:00
828,414,elawson,Failure,00:43:00
829,415,abowers,Start,00:04:00
830,415,abowers,Success,00:12:00
831,416,wcary,Start,00:07:00
832,416,wcary,Success,00:31:00
833,417,aclay,Start,00:09:00
834,417,aclay,Success,00:48:00
835,418,rmcbride,Start,00:13:00
836,418,rmcbride,Success,00:35:00
837,419,jgallegos,Start,00:17:00
838,419,jgallegos,Success,00:50:00
839,420,bmcfarland,Start,00:01:00
840,420,bmcfarland,Success,00:49:00
841,421,jgallegos,Start,00:01:00
842,421,jgallegos,Success,00:48:00
843,422,mgarner,Start,00:07:00
844,422,mgarner,Success,00:52:00
845,423,aclay,Start,00:05:00
846,423,aclay,Failure,00:59:00
847,424,lcardiga,Start,00:08:00
848,424,lcardiga,Success,00:28:00
849,425,lhorn,Start,00:10:00
850,425,lhorn,Success,00:16:00
851,426,lmackey,Start,00:17:00
852,426,lmackey,Failure,01:05:00
853,427,gwade,Start,00:07:00
854,427,gwade,Failure,01:01:00
855,428,kshannon,Start,00:05:00
856,428,kshannon,Success,00:58:00
857,429,cfry,Start,00:06:00
858,429,cfry,Success,00:36:00
859,430,fhiedi,Start,00:15:00
860,430,fhiedi,Success,01:13:00
861,431,lcardiga,Start,00:07:00
862,431,lcardiga,Failure,00:42:00
863,432,amccormick,Start,00:06:00
864,432,amccormick,Failure,00:46:00
865,433,bmelanie,Start,00:01:00
866,433,bmelanie,Success,00:13:00
867,434,mgarner,Start,00:02:00
868,434,mgarner,Success,00:22:00
869,435,rhurst,Start,00:07:00
870,435,rhurst,Failure,00:25:00
871,436,fdonovan,Start,00:08:00
872,436,fdonovan,Success,01:00:00
873,437,ghickey,Start,00:10:00
874,437,ghickey,Success,00:53:00
875,438,gwade,Start,00:07:00
876,438,gwade,Success,00:44:00
877,439,bleonard,Start,00:04:00
878,439,bleonard,Failure,00:21:00
879,440,wcary,Start,00:08:00
880,440,wcary,Failure,00:27:00
881,441,vearleen,Start,00:07:00
882,441,vearleen,Success,01:03:00
883,442,ahill,Start,00:08:00
884,442,ahill,Failure,01:04:00
885,443,aclay,Start,00:07:00
886,443,aclay,Success,00:43:00
887,444,rlarson,Start,00:16:00
888,444,rlarson,Success,00:36:00
889,445,mgarner,Start,00:06:00
890,445,mgarner,Success,00:48:00
891,446,abowers,Start,00:08:00
892,446,abowers,Success,00:52:00
893,447,ghickey,Start,00:03:00
894,447,ghickey,Success,00:20:00
895,448,rmcfarland,Start,00:01:00
896,448,rmcfarland,Success,00:51:00
897,449,rmcfarland,Start,00:03:00
898,449,rmcfarland,Failure,00:29:00
899,450,gmcpherson,Start,00:07:00
900,450,gmcpherson,Failure,00:25:00
901,451,msandoval,Start,00:03:00
902,451,msandoval,Success,00:19:00
903,452,abarker,Start,00:05:00
904,452,abarker,Failure,00:46:00
905,453,rlarson,Start,00:01:00
906,453,rlarson,Success,00:48:00
907,454,kclayton,Start,00:04:00
908,454,kclayton,Success,00:43:00
909,455,kmullins,Start,00:02:00
910,455,kmullins,Success,00:30:00
911,456,jclay,Start,00:01:00
912,456,jclay,Success,00:21:00
913,457,fdonovan,Start,00:09:00
914,457,fdonovan,Failure,00:24:00
915,458,gmcpherson,Start,00:04:00
916,458,gmcpherson,Success,01:02:00
917,459,rlarson,Start,00:05:00
918,459,rlarson,Failure,00:55:00
919,460,kshannon,Start,00:08:00
920,460,kshannon,Failure,00:51:00
921,461,fdonovan,Start,00:07:00
922,461,fdonovan,Success,00:47:00
923,462,fkaiser,Start,00:14:00
924,462,fkaiser,Failure,00:54:00
925,463,awest,Start,00:20:00
926,463,awest,Success,00:55:00
927,464,cgamble,Start,00:29:00
928,464,cgamble,Success,00:36:00
929,465,lcardiga,Start,00:01:00
930,465,lcardiga,Failure,00:53:00
931,466,gmcpherson,Start,00:01:00
932,466,gmcpherson,Failure,01:00:00
933,467,lthayer,Start,00:05:00
934,467,lthayer,Success,00:56:00
935,468,senglish,Start,00:03:00
936,468,senglish,Success,00:13:00
937,469,lmackey,Start,00:01:00
938,469,lmackey,Success,00:20:00
939,470,mfuentes,Start,00:04:00
940,470,mfuentes,Failure,01:01:00
941,471,lthayer,Start,00:13:00
942,471,lthayer,Failure,01:10:00
943,472,dwalsh,Start,00:08:00
944,472,dwalsh,Success,00:23:00
945,473,bmcfarland,Start,00:09:00
946,473,bmcfarland,Success,00:35:00
947,474,kmullins,Start,00:07:00
948,474,kmullins,Success,00:41:00
949,475,kshannon,Start,00:06:00
950,475,kshannon,Failure,01:01:00
951,476,ctrevino,Start,00:04:00
952,476,ctrevino,Failure,00:39:00
953,477,dwaller,Start,00:06:00
954,477,dwaller,Success,00:45:00
955,478,cchoi,Start,00:06:00
956,478,cchoi,Failure,00:44:00
957,479,kshannon,Start,00:03:00
958,479,kshannon,Success,00:36:00
959,480,bmelanie,Start,00:05:00
960,480,bmelanie,Success,00:29:00
961,481,bleonard,Start,00:01:00
962,481,bleonard,Success,00:41:00
963,482,fdonovan,Start,00:05:00
964,482,fdonovan,Success,00:52:00
965,483,ghickey,Start,00:08:00
966,483,ghickey,Success,00:31:00
967,484,dkaplan,Start,00:01:00
968,484,dkaplan,Failure,00:59:00
969,485,ghickey,Start,00:10:00
970,485,ghickey,Failure,00:49:00
971,486,fkaiser,Start,00:02:00
972,486,fkaiser,Failure,00:21:00
973,487,jgallegos,Start,00:07:00
974,487,jgallegos,Success,00:59:00
975,488,dwalsh,Start,00:09:00
976,488,dwalsh,Success,00:34:00
977,489,rlarson,Start,00:13:00
978,489,rlarson,Success,00:48:00
979,490,jwagoner,Start,00:16:00
980,490,jwagoner,Failure,00:52:00
981,491,rvalencia,Start,00:18:00
982,491,rvalencia,Success,00:33:00
983,492,lthayer,Start,00:02:00
984,492,lthayer,Success,00:42:00
985,493,cchoi,Start,00:01:00
986,493,cchoi,Success,00:07:00
987,494,aclay,Start,00:02:00
988,494,aclay,Success,00:41:00
989,495,djohns,Start,00:07:00
990,495,djohns,Success,00:58:00
991,496,vearleen,Start,00:10:00
992,496,vearleen,Success,00:19:00
993,497,bleonard,Start,00:01:00
994,497,bleonard,Success,00:32:00
995,498,dkaplan,Start,00:09:00
996,498,dkaplan,Failure,00:58:00
997,499,jgallegos,Start,00:04:00
998,499,jgallegos,Failure,00:41:00
999,500,bmelanie,Start,00:05:00
1000,500,bmelanie,Success,00:31:00
1001,501,elawson,Start,00:07:00
1002,501,elawson,Success,00:34:00
1003,502,bcameron,Start,00:01:00
1004,502,bcameron,Success,00:48:00
1005,503,lhorn,Start,00:02:00
1006,503,lhorn,Failure,00:40:00
1007,504,abarker,Start,00:04:00
1008,504,abarker,Success,00:39:00
1009,505,abarnes,Start,00:04:00
1010,505,abarnes,Success,00:38:00
1011,506,abowers,Start,00:06:00
1012,506,abowers,Success,00:17:00
1013,507,mmullen,Start,00:07:00
1014,507,mmullen,Success,00:25:00
1015,508,senglish,Start,00:04:00
1016,508,senglish,Success,00:49:00
1017,509,alee,Start,00:11:00
1018,509,alee,Success,00:40:00
1019,510,cgamble,Start,00:03:00
1020,510,cgamble,Failure,00:10:00
1021,511,aclay,Start,00:04:00
1022,511,aclay,Success,00:37:00
1023,512,cfry,Start,00:05:00
1024,512,cfry,Success,01:04:00
1025,513,senglish,Start,00:14:00
1026,513,senglish,Failure,00:53:00
1027,514,hbethann,Start,00:15:00
1028,514,hbethann,Success,01:00:00
1029,515,lcardiga,Start,00:05:00
1030,515,lcardiga,Success,00:49:00
1031,516,rvalencia,Start,00:11:00
1032,516,rvalencia,Failure,00:51:00
1033,517,lmackey,Start,00:08:00
1034,517,lmackey,Failure,00:20:00
1035,518,kmullins,Start,00:02:00
1036,518,kmullins,Failure,01:00:00
1037,519,cchoi,Start,00:04:00
1038,519,cchoi,Success,00:49:00
1039,520,wcary,Start,00:03:00
1040,520,wcary,Success,00:23:00
1041,521,abarker,Start,00:05:00
1042,521,abarker,Success,00:25:00
1043,522,fhiedi,Start,00:10:00
1044,522,fhiedi,Failure,00:51:00
1045,523,kmullins,Start,00:02:00
1046,523,kmullins,Success,00:35:00
1047,524,cgamble,Start,00:08:00
1048,524,cgamble,Success,00:21:00
1049,525,ctrevino,Start,00:03:00
1050,525,ctrevino,Success,00:47:00
1051,526,vearleen,Start,00:03:00
1052,526,vearleen,Failure,00:48:00
1053,527,bmelanie,Start,00:03:00
1054,527,bmelanie,Failure,00:25:00
1055,528,mmullen,Start,00:04:00
1056,528,mmullen,Failure,00:46:00
1057,529,wcary,Start,00:05:00
1058,529,wcary,Success,00:31:00
1059,530,lhorn,Start,00:09:00
1060,530,lhorn,Success,01:07:00
1061,531,dwalsh,Start,00:13:00
1062,531,dwalsh,Failure,00:22:00
1063,532,dkaplan,Start,00:16:00
1064,532,dkaplan,Success,00:57:00
1065,533,mfuentes,Start,00:04:00
1066,533,mfuentes,Success,00:40:00
1067,534,lcardiga,Start,00:06:00
1068,534,lcardiga,Success,00:34:00
1069,535,abarnes,Start,00:12:00
1070,535,abarnes,Failure,00:30:00
1071,536,amccormick,Start,00:01:00
1072,536,amccormick,Success,00:24:00
1073,537,gwade,Start,00:03:00
1074,537,gwade,Success,00:24:00
1075,538,cgamble,Start,00:02:00
1076,538,cgamble,Success,00:19:00
1077,539,ahill,Start,00:03:00
1078,539,ahill,Success,00:56:00
1079,540,dwaller,Start,00:05:00
1080,540,dwaller,Failure,00:36:00
1081,541,abarnes,Start,00:07:00
1082,541,abarnes,Success,01:06:00
1083,542,ghickey,Start,00:04:00
1084,542,ghickey,Success,00:58:00
1085,543,rhurst,Start,00:04:00
1086,543,rhurst,Success,00:17:00
1087,544,bmelanie,Start,00:01:00
1088,544,bmelanie,Success,00:50:00
1089,545,rlarson,Start,00:04:00
1090,545,rlarson,Failure,00:56:00
1091,546,fkaiser,Start,00:06:00
1092,546,fkaiser,Failure,00:53:00
1093,547,mfuentes,Start,00:02:00
1094,547,mfuentes,Failure,00:48:00
1095,548,jgallegos,Start,00:02:00
1096,548,jgallegos,Success,00:50:00
1097,549,jgallegos,Start,00:05:00
1098,549,jgallegos,Success,00:13:00
1099,550,cgamble,Start,00:04:00
1100,550,cgamble,Success,00:23:00
1101,551,dwaller,Start,00:08:00
1102,551,dwaller,Success,00:34:00
1103,552,mgarner,Start,00:09:00
1104,552,mgarner,Success,00:27:00
1105,553,bmcfarland,Start,00:04:00
1106,553,bmcfarland,Success,00:42:00
1107,554,mgarner,Start,00:05:00
1108,554,mgarner,Success,00:24:00
1109,555,fdonovan,Start,00:13:00
1110,555,fdonovan,Failure,00:52:00
1111,556,kmullins,Start,00:05:00
1112,556,kmullins,Success,00:44:00
1113,557,vearleen,Start,00:04:00
1114,557,vearleen,Success,00:37:00
1115,558,elawson,Start,00:09:00
1116,558,elawson,Success,00:46:00
1117,559,jwagoner,Start,00:09:00
1118,559,jwagoner,Success,00:15:00
1119,560,cmurphy,Start,00:04:00
1120,560,cmurphy,Failure,00:41:00
1121,561,bleonard,Start,00:04:00
1122,561,bleonard,Failure,00:45:00
1123,562,awest,Start,00:07:00
1124,562,awest,Success,00:29:00
1125,563,fdonovan,Start,00:05:00
1126,563,fdonovan,Success,01:04:00
1127,564,vearleen,Start,00:14:00
1128,564,vearleen,Success,00:30:00
1129,565,lcardiga,Start,00:23:00
1130,565,lcardiga,Success,01:02:00
1131,566,vearleen,Start,00:03:00
1132,566,vearleen,Success,00:50:00
1133,567,jgallegos,Start,00:04:00
1134,567,jgallegos,Failure,00:15:00
1135,568,jwagoner,Start,00:11:00
1136,568,jwagoner,Success,00:34:00
1137,569,rhurst,Start,00:02:00
1138,569,rhurst,Failure,00:52:00
1139,570,mgarner,Start,00:03:00
1140,570,mgarner,Failure,01:01:00
1141,571,dkaplan,Start,00:10:00
1142,571,dkaplan,Failure,00:54:00
1143,572,rmcfarland,Start,00:09:00
1144,572,rmcfarland,Success,01:01:00
1145,573,jwagoner,Start,00:12:00
1146,573,jwagoner,Success,00:33:00
1147,574,ymoses,Start,00:09:00
1148,574,ymoses,Success,00:51:00
1149,575,bleonard,Start,00:13:00
1150,575,bleonard,Success,00:25:00
1151,576,lmackey,Start,00:08:00
1152,576,lmackey,Failure,00:13:00
1153,577,rmcfarland,Start,00:14:00
1154,577,rmcfarland,Success,00:24:00
1155,578,jgallegos,Start,00:06:00
1156,578,jgallegos,Success,00:30:00
1157,579,lcardiga,Start,00:07:00
1158,579,lcardiga,Success,01:06:00
1159,580,lhorn,Start,00:03:00
1160,580,lhorn,Success,00:22:00
1161,581,rhurst,Start,00:12:00
1162,581,rhurst,Success,00:46:00
1163,582,elawson,Start,00:03:00
1164,582,elawson,Success,00:40:00
1165,583,jgallegos,Start,00:10:00
1166,583,jgallegos,Failure,00:49:00
1167,584,kclayton,Start,00:09:00
1168,584,kclayton,Success,00:51:00
1169,585,ahill,Start,00:08:00
1170,585,ahill,Failure,00:36:00
1171,586,bmelanie,Start,00:07:00
1172,586,bmelanie,Success,00:32:00
1173,587,dkaplan,Start,00:04:00
1174,587,dkaplan,Success,00:23:00
1175,588,mfuentes,Start,00:06:00
1176,588,mfuentes,Success,00:21:00
1177,589,cgamble,Start,00:03:00
1178,589,cgamble,Failure,00:26:00
1179,590,bleonard,Start,00:09:00
1180,590,bleonard,Success,00:38:00
1181,591,alee,Start,00:07:00
1182,591,alee,Success,00:32:00
1183,592,wcary,Start,00:08:00
1184,592,wcary,Success,00:19:00
1185,593,bmcfarland,Start,00:03:00
1186,593,bmcfarland,Success,00:14:00
1187,594,ctrevino,Start,00:04:00
1188,594,ctrevino,Success,00:39:00
1189,595,lhorn,Start,00:02:00
1190,595,lhorn,Failure,00:54:00
1191,596,bleonard,Start,00:09:00
1192,596,bleonard,Failure,00:45:00
1193,597,wcary,Start,00:03:00
1194,597,wcary,Success,00:46:00
1195,598,bmcfarland,Start,00:07:00
1196,598,bmcfarland,Success,00:53:00
1197,599,cmurphy,Start,00:07:00
1198,599,cmurphy,Success,00:26:00
1199,600,alee,Start,00:08:00
1200,600,alee,Failure,00:19:00
1201,601,rmcbride,Start,00:15:00
1202,601,rmcbride,Success,00:30:00
1203,602,dwalsh,Start,00:03:00
1204,602,dwalsh,Failure,00:43:00
1205,603,jwagoner,Start,00:08:00
1206,603,jwagoner,Failure,00:57:00
1207,604,mpierce,Start,00:15:00
1208,604,mpierce,Failure,00:49:00
1209,605,vearleen,Start,00:04:00
1210,605,vearleen,Success,00:22:00
1211,606,lcardiga,Start,00:02:00
1212,606,lcardiga,Failure,00:07:00
1213,607,fkaiser,Start,00:09:00
1214,607,fkaiser,Success,00:53:00
1215,608,amccormick,Start,00:14:00
1216,608,amccormick,Failure,00:42:00
1217,609,alee,Start,00:16:00
1218,609,alee,Success,01:13:00
1219,610,rlarson,Start,00:05:00
1220,610,rlarson,Success,00:55:00
1221,611,ghickey,Start,00:08:00
1222,611,ghickey,Failure,00:14:00
1223,612,lhorn,Start,00:08:00
1224,612,lhorn,Success,00:28:00
1225,613,cmurphy,Start,00:06:00
1226,613,cmurphy,Success,01:05:00
1227,614,dwalsh,Start,00:01:00
1228,614,dwalsh,Success,00:15:00
1229,615,lthayer,Start,00:09:00
1230,615,lthayer,Success,01:07:00
1231,616,cchoi,Start,00:13:00
1232,616,cchoi,Failure,00:54:00
1233,617,bmcfarland,Start,00:07:00
1234,617,bmcfarland,Success,01:00:00
1235,618,rmcbride,Start,00:14:00
1236,618,rmcbride,Success,01:06:00
1237,619,mpierce,Start,00:22:00
1238,619,mpierce,Failure,01:14:00
1239,620,ymoses,Start,00:04:00
1240,620,ymoses,Success,00:57:00
1241,621,bleonard,Start,00:07:00
1242,621,bleonard,Failure,00:28:00
1243,622,kclayton,Start,00:10:00
1244,622,kclayton,Success,01:02:00
1245,623,fdonovan,Start,00:03:00
1246,623,fdonovan,Success,00:29:00
1247,624,lthayer,Start,00:09:00
1248,624,lthayer,Success,00:33:00
1249,625,jmcintire,Start,00:05:00
1250,625,jmcintire,Success,00:15:00
1251,626,bmcfarland,Start,00:05:00
1252,626,bmcfarland,Success,00:30:00
1253,627,bmcfarland,Start,00:14:00
1254,627,bmcfarland,Failure,00:55:00
1255,628,jgallegos,Start,00:03:00
1256,628,jgallegos,Failure,00:12:00
1257,629,jclay,Start,00:09:00
1258,629,jclay,Success,00:43:00
1259,630,jwagoner,Start,00:11:00
1260,630,jwagoner,Success,01:03:00
1261,631,bcameron,Start,00:08:00
1262,631,bcameron,Success,01:07:00
1263,632,lmackey,Start,00:03:00
1264,632,lmackey,Success,00:08:00
1265,633,vearleen,Start,00:02:00
1266,633,vearleen,Success,00:29:00
1267,634,rmcbride,Start,00:11:00
1268,634,rmcbride,Failure,00:37:00
1269,635,ymoses,Start,00:04:00
1270,635,ymoses,Success,00:38:00
1271,636,dkaplan,Start,00:08:00
1272,636,dkaplan,Failure,01:03:00
1273,637,alee,Start,00:01:00
1274,637,alee,Failure,00:31:00
1275,638,fhiedi,Start,00:03:00
1276,638,fhiedi,Success,00:19:00
1277,639,jwagoner,Start,00:01:00
1278,639,jwagoner,Success,00:38:00
1279,640,jmcintire,Start,00:02:00
1280,640,jmcintire,Success,00:56:00
1281,641,cchoi,Start,00:07:00
1282,641,cchoi,Success,00:40:00
1283,642,dwalsh,Start,00:16:00
1284,642,dwalsh,Success,00:46:00
1285,643,cmurphy,Start,00:04:00
1286,643,cmurphy,Success,00:36:00
1287,644,rmcfarland,Start,00:03:00
1288,644,rmcfarland,Success,00:21:00
1289,645,jclay,Start,00:05:00
1290,645,jclay,Success,00:49:00
1291,646,ctrevino,Start,00:01:00
1292,646,ctrevino,Success,00:27:00
1293,647,cmurphy,Start,00:09:00
1294,647,cmurphy,Success,00:22:00
1295,648,fdonovan,Start,00:12:00
1296,648,fdonovan,Success,01:08:00
1297,649,senglish,Start,00:15:00
1298,649,senglish,Success,00:34:00
1299,650,jclay,Start,00:02:00
1300,650,jclay,Success,00:36:00
1301,651,alee,Start,00:10:00
1302,651,alee,Success,01:09:00
1303,652,mgarner,Start,00:05:00
1304,652,mgarner,Success,01:01:00
1305,653,abowers,Start,00:08:00
1306,653,abowers,Success,00:55:00
1307,654,abarker,Start,00:01:00
1308,654,abarker,Success,00:37:00
1309,655,wcary,Start,00:08:00
1310,655,wcary,Success,00:47:00
1311,656,abarker,Start,00:08:00
1312,656,abarker,Failure,01:00:00
1313,657,hbethann,Start,00:13:00
1314,657,hbethann,Failure,00:24:00
1315,658,rvalencia,Start,00:09:00
1316,658,rvalencia,Failure,00:36:00
1317,659,dwalsh,Start,00:03:00
1318,659,dwalsh,Failure,00:18:00
1319,660,dwaller,Start,00:10:00
1320,660,dwaller,Failure,00:29:00
1321,661,kmullins,Start,00:14:00
1322,661,kmullins,Success,00:49:00
1323,662,jmcintire,Start,00:22:00
1324,662,jmcintire,Success,00:46:00
1325,663,vearleen,Start,00:28:00
1326,663,vearleen,Success,00:37:00
1327,664,ahill,Start,00:09:00
1328,664,ahill,Success,00:23:00
1329,665,awest,Start,00:04:00
1330,665,awest,Success,00:29:00
1331,666,wcary,Start,00:02:00
1332,666,wcary,Failure,00:34:00
1333,667,ctrevino,Start,00:04:00
1334,667,ctrevino,Success,00:13:00
1335,668,senglish,Start,00:02:00
1336,668,senglish,Success,00:41:00
1337,669,msandoval,Start,00:08:00
1338,669,msandoval,Failure,00:42:00
1339,670,rmcfarland,Start,00:11:00
1340,670,rmcfarland,Failure,00:27:00
1341,671,ghickey,Start,00:09:00
1342,671,ghickey,Failure,00:31:00
1343,672,lhorn,Start,00:14:00
1344,672,lhorn,Failure,01:05:00
1345,673,kmullins,Start,00:03:00
1346,673,kmullins,Failure,00:35:00
1347,674,msandoval,Start,00:05:00
1348,674,msandoval,Success,01:01:00
1349,675,abarnes,Start,00:01:00
1350,675,abarnes,Failure,00:29:00
1351,676,lmackey,Start,00:02:00
1352,676,lmackey,Failure,00:08:00
1353,677,lcardiga,Start,00:06:00
1354,677,lcardiga,Success,00:15:00
1355,678,fdonovan,Start,00:07:00
1356,678,fdonovan,Success,00:45:00
1357,679,jclay,Start,00:12:00
1358,679,jclay,Failure,00:30:00
1359,680,ahill,Start,00:19:00
1360,680,ahill,Failure,00:49:00
1361,681,lthayer,Start,00:01:00
1362,681,lthayer,Failure,00:36:00
1363,682,gwade,Start,00:05:00
1364,682,gwade,Success,00:10:00
1365,683,wcary,Start,00:08:00
1366,683,wcary,Failure,00:16:00
1367,684,fdonovan,Start,00:03:00
1368,684,fdonovan,Success,00:13:00
1369,685,mfuentes,Start,00:04:00
1370,685,mfuentes,Success,00:58:00
1371,686,wcary,Start,00:09:00
1372,686,wcary,Failure,00:56:00
1373,687,msandoval,Start,00:06:00
1374,687,msandoval,Success,00:14:00
1375,688,jgallegos,Start,00:06:00
1376,688,jgallegos,Failure,00:32:00
1377,689,rmcfarland,Start,00:07:00
1378,689,rmcfarland,Success,00:37:00
1379,690,lhorn,Start,00:16:00
1380,690,lhorn,Success,00:54:00
1381,691,mfuentes,Start,00:09:00
1382,691,mfuentes,Success,00:47:00
1383,692,dwalsh,Start,00:06:00
1384,692,dwalsh,Success,00:34:00
1385,693,ctrevino,Start,00:09:00
1386,693,ctrevino,Success,00:51:00
1387,694,hbethann,Start,00:12:00
1388,694,hbethann,Success,00:21:00
1389,695,lmackey,Start,00:02:00
1390,695,lmackey,Success,00:29:00
1391,696,djohns,Start,00:09:00
1392,696,djohns,Success,00:22:00
1393,697,dkaplan,Start,00:18:00
1394,697,dkaplan,Success,01:06:00
1395,698,aclay,Start,00:06:00
1396,698,aclay,Success,00:35:00
1397,699,senglish,Start,00:07:00
1398,699,senglish,Failure,00:53:00
1399,700,rmcfarland,Start,00:14:00
1400,700,rmcfarland,Success,00:20:00
1401,701,mgarner,Start,00:09:00
1402,701,mgarner,Success,00:14:00
1403,702,rmcbride,Start,00:02:00
1404,702,rmcbride,Failure,01:01:00
1405,703,lcardiga,Start,00:02:00
1406,703,lcardiga,Success,00:54:00
1407,704,rhurst,Start,00:11:00
1408,704,rhurst,Failure,00:58:00
1409,705,fdonovan,Start,00:06:00
1410,705,fdonovan,Success,00:59:00
1411,706,fhiedi,Start,00:11:00
1412,706,fhiedi,Success,00:50:00
1413,707,lcardiga,Start,00:08:00
1414,707,lcardiga,Failure,00:26:00
1415,708,amccormick,Start,00:13:00
1416,708,amccormick,Failure,00:29:00
1417,709,kclayton,Start,00:01:00
1418,709,kclayton,Success,00:28:00
1419,710,cfry,Start,00:07:00
1420,710,cfry,Failure,00:13:00
1421,711,jclay,Start,00:02:00
1422,711,jclay,Success,00:36:00
1423,712,alee,Start,00:09:00
1424,712,alee,Failure,01:08:00
1425,713,cgamble,Start,00:08:00
1426,713,cgamble,Success,01:06:00
1427,714,jwagoner,Start,00:16:00
1428,714,jwagoner,Success,00:23:00
1429,715,lcardiga,Start,00:05:00
1430,715,lcardiga,Success,00:11:00
1431,716,rvalencia,Start,00:09:00
1432,716,rvalencia,Success,00:41:00
1433,717,bcameron,Start,00:14:00
1434,717,bcameron,Failure,00:25:00
1435,718,fkaiser,Start,00:08:00
1436,718,fkaiser,Success,00:19:00
1437,719,gmcpherson,Start,00:02:00
1438,719,gmcpherson,Success,00:17:00
1439,720,cchoi,Start,00:09:00
1440,720,cchoi,Success,00:57:00
1441,721,fdonovan,Start,00:14:00
1442,721,fdonovan,Success,00:42:00
1443,722,gwade,Start,00:09:00
1444,722,gwade,Failure,01:00:00
1445,723,rvalencia,Start,00:14:00
1446,723,rvalencia,Success,00:47:00
1447,724,rlarson,Start,00:03:00
1448,724,rlarson,Failure,00:57:00
1449,725,abowers,Start,00:04:00
1450,725,abowers,Failure,00:49:00
1451,726,cfry,Start,00:08:00
1452,726,cfry,Success,01:02:00
1453,727,rlarson,Start,00:05:00
1454,727,rlarson,Failure,00:57:00
1455,728,jgallegos,Start,00:08:00
1456,728,jgallegos,Success,00:44:00
1457,729,cfry,Start,00:13:00
1458,729,cfry,Success,00:55:00
1459,730,dkaplan,Start,00:03:00
1460,730,dkaplan,Success,00:50:00
1461,731,jwagoner,Start,00:08:00
1462,731,jwagoner,Failure,01:03:00
1463,732,dwaller,Start,00:06:00
1464,732,dwaller,Failure,00:23:00
1465,733,abowers,Start,00:07:00
1466,733,abowers,Success,00:41:00
1467,734,bmelanie,Start,00:06:00
1468,734,bmelanie,Failure,00:40:00
1469,735,elawson,Start,00:01:00
1470,735,elawson,Success,00:47:00
1471,736,lhorn,Start,00:09:00
1472,736,lhorn,Failure,01:07:00
1473,737,lthayer,Start,00:08:00
1474,737,lthayer,Success,00:51:00
1475,738,msandoval,Start,00:09:00
1476,738,msandoval,Failure,00:36:00
1477,739,gwade,Start,00:01:00
1478,739,gwade,Success,00:32:00
1479,740,alee,Start,00:08:00
1480,740,alee,Success,00:50:00
1481,741,fdonovan,Start,00:17:00
1482,741,fdonovan,Success,00:30:00
1483,742,jgallegos,Start,00:02:00
1484,742,jgallegos,Success,00:33:00
1485,743,cfry,Start,00:06:00
1486,743,cfry,Success,00:51:00
1487,744,msandoval,Start,00:14:00
1488,744,msandoval,Failure,00:52:00
1489,745,bmelanie,Start,00:04:00
1490,745,bmelanie,Success,00:12:00
1491,746,msandoval,Start,00:08:00
1492,746,msandoval,Success,00:27:00
1493,747,rmcbride,Start,00:06:00
1494,747,rmcbride,Success,00:13:00
1495,748,wcary,Start,00:14:00
1496,748,wcary,Failure,00:41:00
1497,749,ahill,Start,00:05:00
1498,749,ahill,Success,00:58:00
1499,750,cgamble,Start,00:05:00
1500,750,cgamble,Success,00:34:00
